  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
7524000    1.11e-01  1.02e-01    1.49e-03  1.55e-03    1.03e-01  9.45e-02    8.7e-07
7525000    3.00e-02  2.92e-02    1.88e-04  1.91e-04    2.76e-02  2.69e-02    8.7e-07
7526000    2.84e-02  2.30e-02    9.19e-05  5.73e-05    2.62e-02  2.12e-02    8.7e-07
7527000    1.11e-01  1.25e-01    1.30e-03  2.00e-03    1.03e-01  1.15e-01    8.7e-07
7528000    1.11e-01  1.39e-01    1.42e-03  1.38e-03    1.03e-01  1.28e-01    8.7e-07
7529000    2.70e-02  2.64e-02    1.83e-04  1.26e-04    2.49e-02  2.44e-02    8.7e-07
7530000    2.99e-02  2.93e-02    1.88e-04  2.48e-04    2.76e-02  2.70e-02    8.6e-07
7531000    4.69e-02  4.32e-02    2.21e-04  1.84e-04    4.34e-02  3.99e-02    8.6e-07
7532000    1.11e-01  9.18e-02    1.34e-03  9.39e-04    1.03e-01  8.47e-02    8.6e-07
7533000    1.11e-01  1.18e-01    1.42e-03  1.58e-03    1.03e-01  1.09e-01    8.6e-07
7534000    4.69e-02  3.04e-02    2.14e-04  1.20e-04    4.34e-02  2.81e-02    8.6e-07
7535000    2.84e-02  4.22e-02    9.01e-05  1.00e-04    2.62e-02  3.90e-02    8.6e-07
7536000    1.11e-01  1.07e-01    2.38e-03  3.04e-03    1.03e-01  9.86e-02    8.6e-07
7537000    2.84e-02  2.37e-02    1.06e-04  1.68e-04    2.62e-02  2.19e-02    8.6e-07
7538000    2.99e-02  3.12e-02    1.88e-04  1.76e-04    2.76e-02  2.88e-02    8.6e-07
7539000    4.69e-02  3.80e-02    2.14e-04  1.27e-04    4.34e-02  3.51e-02    8.6e-07
7540000    2.99e-02  3.03e-02    1.88e-04  1.98e-04    2.76e-02  2.80e-02    8.5e-07
7541000    2.99e-02  3.11e-02    1.91e-04  2.30e-04    2.76e-02  2.87e-02    8.5e-07
7542000    2.99e-02  3.01e-02    1.99e-04  1.71e-04    2.76e-02  2.78e-02    8.5e-07
7543000    2.99e-02  2.98e-02    1.88e-04  1.93e-04    2.76e-02  2.76e-02    8.5e-07
7544000    2.99e-02  3.08e-02    1.88e-04  1.61e-04    2.76e-02  2.85e-02    8.5e-07
7545000    1.11e-01  1.05e-01    1.37e-03  1.24e-03    1.03e-01  9.66e-02    8.5e-07
7546000    2.69e-02  2.94e-02    1.90e-04  2.01e-04    2.49e-02  2.71e-02    8.5e-07
7547000    2.99e-02  2.73e-02    1.91e-04  2.20e-04    2.76e-02  2.52e-02    8.5e-07
7548000    2.83e-02  2.14e-02    9.19e-05  8.62e-05    2.62e-02  1.98e-02    8.5e-07
7549000    2.83e-02  2.62e-02    9.07e-05  7.26e-05    2.62e-02  2.43e-02    8.5e-07
7550000    2.83e-02  2.64e-02    9.07e-05  7.84e-05    2.62e-02  2.45e-02    8.4e-07
7551000    2.69e-02  3.08e-02    1.83e-04  1.82e-04    2.49e-02  2.85e-02    8.4e-07
7552000    2.83e-02  2.50e-02    9.95e-05  1.26e-04    2.62e-02  2.32e-02    8.4e-07
7553000    1.11e-01  9.10e-02    1.33e-03  1.05e-03    1.03e-01  8.42e-02    8.4e-07
7554000    2.69e-02  3.07e-02    1.82e-04  2.13e-04    2.49e-02  2.84e-02    8.4e-07
7555000    4.69e-02  7.48e-02    2.16e-04  4.05e-04    4.34e-02  6.92e-02    8.4e-07
7556000    2.83e-02  2.54e-02    9.55e-05  9.49e-05    2.62e-02  2.35e-02    8.4e-07
7557000    2.83e-02  3.26e-02    9.56e-05  1.08e-04    2.62e-02  3.02e-02    8.4e-07
7558000    1.11e-01  1.03e-01    1.58e-03  1.21e-03    1.03e-01  9.56e-02    8.4e-07
7559000    2.99e-02  3.14e-02    1.89e-04  1.35e-04    2.76e-02  2.90e-02    8.4e-07
7560000    2.83e-02  1.92e-02    8.83e-05  1.13e-04    2.62e-02  1.78e-02    8.3e-07
7561000    2.83e-02  2.17e-02    9.23e-05  1.25e-04    2.62e-02  2.01e-02    8.3e-07
7562000    2.83e-02  2.34e-02    9.14e-05  5.43e-05    2.62e-02  2.17e-02    8.3e-07
7563000    2.99e-02  3.09e-02    1.88e-04  1.40e-04    2.76e-02  2.86e-02    8.3e-07
7564000    2.99e-02  3.20e-02    1.89e-04  2.07e-04    2.76e-02  2.97e-02    8.3e-07
7565000    2.69e-02  2.47e-02    1.81e-04  2.16e-04    2.49e-02  2.28e-02    8.3e-07
7566000    2.83e-02  3.00e-02    9.03e-05  5.31e-05    2.62e-02  2.78e-02    8.3e-07
7567000    2.99e-02  2.95e-02    1.92e-04  1.55e-04    2.76e-02  2.73e-02    8.3e-07
7568000    4.68e-02  4.95e-02    2.18e-04  2.15e-04    4.34e-02  4.59e-02    8.3e-07
7569000    2.69e-02  2.25e-02    1.82e-04  1.91e-04    2.49e-02  2.08e-02    8.3e-07
7570000    2.98e-02  2.78e-02    1.88e-04  1.70e-04    2.76e-02  2.58e-02    8.2e-07
7571000    1.11e-01  1.06e-01    1.33e-03  1.18e-03    1.03e-01  9.83e-02    8.2e-07
7572000    2.83e-02  3.22e-02    9.02e-05  1.51e-04    2.62e-02  2.99e-02    8.2e-07
7573000    1.11e-01  1.11e-01    1.40e-03  1.82e-03    1.03e-01  1.02e-01    8.2e-07
7574000    2.83e-02  2.11e-02    1.03e-04  1.14e-04    2.62e-02  1.95e-02    8.2e-07
7575000    2.68e-02  2.95e-02    1.88e-04  2.26e-04    2.49e-02  2.73e-02    8.2e-07
7576000    4.68e-02  5.92e-02    2.14e-04  2.03e-04    4.34e-02  5.49e-02    8.2e-07
7577000    4.68e-02  3.47e-02    2.21e-04  1.52e-04    4.34e-02  3.21e-02    8.2e-07
7578000    4.68e-02  3.65e-02    2.14e-04  1.83e-04    4.34e-02  3.39e-02    8.2e-07
7579000    4.68e-02  3.85e-02    2.16e-04  3.44e-04    4.34e-02  3.57e-02    8.2e-07
7580000    2.82e-02  2.00e-02    9.56e-05  6.80e-05    2.62e-02  1.85e-02    8.1e-07
7581000    1.11e-01  1.32e-01    1.32e-03  1.27e-03    1.03e-01  1.22e-01    8.1e-07
7582000    1.11e-01  1.35e-01    1.31e-03  1.45e-03    1.03e-01  1.25e-01    8.1e-07
7583000    2.82e-02  1.91e-02    9.75e-05  1.24e-04    2.62e-02  1.77e-02    8.1e-07
7584000    2.82e-02  2.13e-02    1.21e-04  9.54e-05    2.62e-02  1.97e-02    8.1e-07
7585000    2.68e-02  3.15e-02    1.83e-04  1.08e-04    2.49e-02  2.92e-02    8.1e-07
7586000    2.98e-02  2.95e-02    1.90e-04  1.48e-04    2.76e-02  2.73e-02    8.1e-07
7587000    2.98e-02  3.06e-02    1.88e-04  1.48e-04    2.76e-02  2.84e-02    8.1e-07
7588000    1.11e-01  1.03e-01    1.42e-03  1.24e-03    1.03e-01  9.54e-02    8.1e-07
7589000    2.82e-02  2.60e-02    9.12e-05  6.82e-05    2.62e-02  2.41e-02    8.1e-07
7590000    4.67e-02  3.10e-02    2.16e-04  1.20e-04    4.34e-02  2.87e-02    8.0e-07
7591000    2.68e-02  2.61e-02    1.86e-04  1.63e-04    2.49e-02  2.43e-02    8.0e-07
7592000    2.68e-02  2.47e-02    1.84e-04  1.57e-04    2.49e-02  2.30e-02    8.0e-07
7593000    2.68e-02  2.47e-02    1.81e-04  2.09e-04    2.49e-02  2.29e-02    8.0e-07
7594000    4.67e-02  7.90e-02    2.16e-04  4.05e-04    4.34e-02  7.34e-02    8.0e-07
7595000    4.67e-02  4.52e-02    2.16e-04  1.25e-04    4.34e-02  4.19e-02    8.0e-07
7596000    2.82e-02  2.46e-02    9.75e-05  7.57e-05    2.62e-02  2.28e-02    8.0e-07
7597000    2.98e-02  2.90e-02    1.96e-04  2.42e-04    2.76e-02  2.69e-02    8.0e-07
7598000    2.82e-02  2.43e-02    1.03e-04  8.59e-05    2.62e-02  2.25e-02    8.0e-07
7599000    2.98e-02  3.02e-02    1.88e-04  2.10e-04    2.76e-02  2.80e-02    8.0e-07
7600000    4.67e-02  4.45e-02    2.13e-04  1.70e-04    4.34e-02  4.14e-02    7.9e-07
7601000    4.67e-02  4.17e-02    2.13e-04  1.21e-04    4.34e-02  3.87e-02    7.9e-07
7602000    4.67e-02  3.88e-02    2.13e-04  1.49e-04    4.34e-02  3.61e-02    7.9e-07
7603000    4.67e-02  2.40e-02    2.14e-04  1.10e-04    4.34e-02  2.23e-02    7.9e-07
7604000    2.82e-02  2.54e-02    1.10e-04  9.77e-05    2.62e-02  2.36e-02    7.9e-07
7605000    4.67e-02  6.21e-02    2.17e-04  1.49e-04    4.34e-02  5.77e-02    7.9e-07
7606000    2.98e-02  3.02e-02    1.88e-04  1.33e-04    2.76e-02  2.81e-02    7.9e-07
7607000    2.82e-02  2.31e-02    8.99e-05  9.93e-05    2.62e-02  2.14e-02    7.9e-07
7608000    4.67e-02  2.75e-02    2.15e-04  1.06e-04    4.34e-02  2.55e-02    7.9e-07
7609000    2.68e-02  2.77e-02    1.86e-04  1.54e-04    2.49e-02  2.58e-02    7.9e-07
7610000    4.66e-02  2.90e-02    2.14e-04  1.81e-04    4.34e-02  2.70e-02    7.8e-07
7611000    1.10e-01  1.07e-01    1.36e-03  1.71e-03    1.03e-01  9.91e-02    7.8e-07
7612000    2.97e-02  2.87e-02    1.90e-04  1.07e-04    2.76e-02  2.67e-02    7.8e-07
7613000    2.68e-02  3.16e-02    1.85e-04  1.73e-04    2.49e-02  2.93e-02    7.8e-07
7614000    4.66e-02  4.70e-02    2.15e-04  1.57e-04    4.34e-02  4.37e-02    7.8e-07
7615000    2.68e-02  3.28e-02    1.81e-04  2.00e-04    2.49e-02  3.05e-02    7.8e-07
7616000    4.66e-02  8.14e-02    2.16e-04  3.79e-04    4.34e-02  7.57e-02    7.8e-07
7617000    1.10e-01  1.16e-01    1.54e-03  1.32e-03    1.03e-01  1.08e-01    7.8e-07
7618000    2.82e-02  2.43e-02    9.06e-05  6.26e-05    2.62e-02  2.26e-02    7.8e-07
7619000    2.68e-02  2.80e-02    1.84e-04  2.34e-04    2.49e-02  2.60e-02    7.8e-07
7620000    2.82e-02  2.84e-02    8.88e-05  1.15e-04    2.62e-02  2.65e-02    7.7e-07
7621000    2.67e-02  2.17e-02    1.82e-04  1.89e-04    2.49e-02  2.02e-02    7.7e-07
7622000    2.97e-02  3.15e-02    1.88e-04  2.46e-04    2.76e-02  2.93e-02    7.7e-07
7623000    2.82e-02  3.06e-02    9.31e-05  7.91e-05    2.62e-02  2.85e-02    7.7e-07
7624000    1.10e-01  1.41e-01    1.48e-03  1.75e-03    1.03e-01  1.31e-01    7.7e-07
7625000    2.67e-02  2.37e-02    1.87e-04  1.62e-04    2.49e-02  2.20e-02    7.7e-07
7626000    2.82e-02  2.22e-02    8.83e-05  8.91e-05    2.62e-02  2.06e-02    7.7e-07
7627000    4.66e-02  3.94e-02    2.16e-04  1.91e-04    4.34e-02  3.67e-02    7.7e-07
7628000    2.67e-02  2.10e-02    1.82e-04  1.38e-04    2.49e-02  1.95e-02    7.7e-07
7629000    4.66e-02  2.69e-02    2.13e-04  1.35e-04    4.34e-02  2.51e-02    7.7e-07
7630000    2.67e-02  2.07e-02    1.82e-04  1.53e-04    2.49e-02  1.93e-02    7.7e-07
7631000    2.67e-02  2.66e-02    1.82e-04  2.38e-04    2.49e-02  2.48e-02    7.7e-07
7632000    2.97e-02  2.95e-02    2.10e-04  1.91e-04    2.76e-02  2.75e-02    7.7e-07
7633000    2.67e-02  2.39e-02    1.81e-04  8.17e-05    2.49e-02  2.22e-02    7.7e-07
7634000    2.67e-02  2.93e-02    1.82e-04  2.11e-04    2.49e-02  2.73e-02    7.7e-07
7635000    2.97e-02  2.91e-02    1.97e-04  1.77e-04    2.76e-02  2.71e-02    7.7e-07
7636000    2.67e-02  2.84e-02    1.82e-04  2.33e-04    2.49e-02  2.64e-02    7.7e-07
7637000    2.67e-02  2.67e-02    1.84e-04  2.22e-04    2.49e-02  2.49e-02    7.7e-07
7638000    1.10e-01  1.01e-01    1.48e-03  1.51e-03    1.03e-01  9.36e-02    7.7e-07
7639000    2.97e-02  2.87e-02    1.95e-04  1.76e-04    2.76e-02  2.68e-02    7.7e-07
7640000    4.65e-02  4.05e-02    2.14e-04  2.08e-04    4.34e-02  3.77e-02    7.6e-07
7641000    4.65e-02  4.06e-02    2.15e-04  3.46e-04    4.34e-02  3.78e-02    7.6e-07
7642000    1.10e-01  1.22e-01    1.33e-03  1.22e-03    1.03e-01  1.13e-01    7.6e-07
7643000    1.10e-01  1.07e-01    1.30e-03  1.22e-03    1.03e-01  1.00e-01    7.6e-07
7644000    1.10e-01  9.85e-02    1.33e-03  5.56e-04    1.03e-01  9.18e-02    7.6e-07
7645000    1.10e-01  9.50e-02    1.30e-03  1.31e-03    1.03e-01  8.85e-02    7.6e-07
7646000    2.81e-02  2.10e-02    9.01e-05  8.41e-05    2.62e-02  1.96e-02    7.6e-07
7647000    2.67e-02  2.42e-02    1.90e-04  1.42e-04    2.49e-02  2.25e-02    7.6e-07
7648000    2.67e-02  2.98e-02    1.83e-04  2.53e-04    2.49e-02  2.77e-02    7.6e-07
7649000    2.97e-02  2.91e-02    1.88e-04  2.13e-04    2.76e-02  2.71e-02    7.6e-07
7650000    2.96e-02  2.79e-02    1.88e-04  1.63e-04    2.76e-02  2.60e-02    7.5e-07
7651000    2.81e-02  2.20e-02    8.94e-05  6.85e-05    2.62e-02  2.05e-02    7.5e-07
7652000    2.81e-02  3.77e-02    1.17e-04  1.17e-04    2.62e-02  3.51e-02    7.5e-07
7653000    4.65e-02  4.89e-02    2.22e-04  1.15e-04    4.34e-02  4.56e-02    7.5e-07
7654000    2.96e-02  3.16e-02    1.90e-04  1.92e-04    2.76e-02  2.95e-02    7.5e-07
7655000    4.65e-02  2.89e-02    2.14e-04  1.37e-04    4.34e-02  2.70e-02    7.5e-07
7656000    2.67e-02  2.38e-02    1.82e-04  1.68e-04    2.49e-02  2.22e-02    7.5e-07
7657000    4.65e-02  5.11e-02    2.16e-04  1.10e-04    4.34e-02  4.77e-02    7.5e-07
7658000    2.96e-02  2.83e-02    1.88e-04  2.27e-04    2.76e-02  2.64e-02    7.5e-07
7659000    2.96e-02  2.99e-02    1.88e-04  2.15e-04    2.76e-02  2.79e-02    7.5e-07
7660000    1.10e-01  1.02e-01    1.62e-03  1.43e-03    1.03e-01  9.54e-02    7.4e-07
7661000    1.10e-01  1.22e-01    1.32e-03  1.54e-03    1.03e-01  1.14e-01    7.4e-07
7662000    4.65e-02  5.85e-02    2.13e-04  1.93e-04    4.34e-02  5.46e-02    7.4e-07
7663000    1.10e-01  9.46e-02    1.30e-03  1.56e-03    1.03e-01  8.82e-02    7.4e-07
7664000    2.81e-02  2.61e-02    9.16e-05  7.21e-05    2.62e-02  2.43e-02    7.4e-07
7665000    1.10e-01  1.05e-01    1.30e-03  9.65e-04    1.03e-01  9.80e-02    7.4e-07
7666000    2.96e-02  2.87e-02    1.92e-04  1.46e-04    2.76e-02  2.68e-02    7.4e-07
7667000    4.65e-02  3.85e-02    2.14e-04  1.31e-04    4.34e-02  3.59e-02    7.4e-07
7668000    2.81e-02  3.43e-02    8.99e-05  8.07e-05    2.62e-02  3.20e-02    7.4e-07
7669000    2.81e-02  2.81e-02    9.52e-05  1.03e-04    2.62e-02  2.62e-02    7.4e-07
7670000    2.66e-02  2.53e-02    1.83e-04  1.74e-04    2.49e-02  2.36e-02    7.3e-07
7671000    1.10e-01  1.08e-01    1.38e-03  1.19e-03    1.03e-01  1.00e-01    7.3e-07
7672000    1.10e-01  1.11e-01    1.30e-03  1.13e-03    1.03e-01  1.04e-01    7.3e-07
7673000    4.64e-02  4.77e-02    2.16e-04  2.00e-04    4.34e-02  4.46e-02    7.3e-07
7674000    2.80e-02  3.38e-02    8.99e-05  1.14e-04    2.62e-02  3.16e-02    7.3e-07
7675000    2.66e-02  2.82e-02    1.85e-04  1.71e-04    2.49e-02  2.63e-02    7.3e-07
7676000    1.10e-01  1.07e-01    1.33e-03  1.41e-03    1.03e-01  9.95e-02    7.3e-07
7677000    1.10e-01  1.19e-01    1.34e-03  1.72e-03    1.03e-01  1.11e-01    7.3e-07
7678000    4.64e-02  2.90e-02    2.18e-04  1.16e-04    4.34e-02  2.71e-02    7.3e-07
7679000    2.66e-02  3.14e-02    1.82e-04  1.16e-04    2.49e-02  2.94e-02    7.3e-07
7680000    2.96e-02  2.95e-02    1.88e-04  1.96e-04    2.76e-02  2.75e-02    7.2e-07
7681000    2.66e-02  2.69e-02    1.81e-04  8.79e-05    2.49e-02  2.52e-02    7.2e-07
7682000    2.66e-02  3.03e-02    1.81e-04  1.27e-04    2.49e-02  2.83e-02    7.2e-07
7683000    2.66e-02  2.91e-02    1.81e-04  1.88e-04    2.49e-02  2.72e-02    7.2e-07
7684000    2.66e-02  2.44e-02    1.88e-04  2.12e-04    2.49e-02  2.28e-02    7.2e-07
7685000    1.10e-01  1.33e-01    1.62e-03  1.88e-03    1.03e-01  1.25e-01    7.2e-07
7686000    4.64e-02  4.78e-02    2.14e-04  3.51e-04    4.34e-02  4.47e-02    7.2e-07
7687000    4.64e-02  4.81e-02    2.13e-04  1.89e-04    4.34e-02  4.49e-02    7.2e-07
7688000    1.10e-01  1.04e-01    1.33e-03  1.18e-03    1.03e-01  9.72e-02    7.2e-07
7689000    1.10e-01  1.01e-01    1.30e-03  6.22e-04    1.03e-01  9.42e-02    7.2e-07
7690000    2.66e-02  3.34e-02    1.84e-04  2.01e-04    2.49e-02  3.12e-02    7.1e-07
7691000    1.10e-01  9.02e-02    1.35e-03  9.94e-04    1.03e-01  8.43e-02    7.1e-07
7692000    4.64e-02  5.89e-02    2.16e-04  3.62e-04    4.34e-02  5.51e-02    7.1e-07
7693000    2.80e-02  2.64e-02    9.13e-05  6.17e-05    2.62e-02  2.47e-02    7.1e-07
7694000    2.80e-02  2.92e-02    9.03e-05  8.97e-05    2.62e-02  2.73e-02    7.1e-07
7695000    1.10e-01  1.17e-01    1.30e-03  2.19e-03    1.03e-01  1.10e-01    7.1e-07
7696000    2.66e-02  2.69e-02    1.83e-04  1.87e-04    2.49e-02  2.51e-02    7.1e-07
7697000    2.96e-02  2.96e-02    1.92e-04  1.35e-04    2.76e-02  2.76e-02    7.1e-07
7698000    2.80e-02  2.44e-02    9.27e-05  1.14e-04    2.62e-02  2.28e-02    7.1e-07
7699000    2.80e-02  3.48e-02    9.00e-05  6.15e-05    2.62e-02  3.26e-02    7.1e-07
7700000    2.80e-02  3.02e-02    1.04e-04  8.46e-05    2.62e-02  2.83e-02    7.1e-07
7701000    1.10e-01  1.23e-01    1.31e-03  1.01e-03    1.03e-01  1.15e-01    7.1e-07
7702000    1.10e-01  1.29e-01    1.35e-03  2.15e-03    1.03e-01  1.20e-01    7.1e-07
7703000    4.63e-02  4.63e-02    2.18e-04  2.32e-04    4.34e-02  4.34e-02    7.1e-07
7704000    1.10e-01  1.15e-01    1.32e-03  1.49e-03    1.03e-01  1.08e-01    7.1e-07
7705000    1.10e-01  9.95e-02    1.49e-03  1.12e-03    1.03e-01  9.31e-02    7.1e-07
7706000    4.63e-02  2.69e-02    2.27e-04  1.12e-04    4.34e-02  2.52e-02    7.1e-07
7707000    1.10e-01  9.84e-02    1.31e-03  9.85e-04    1.03e-01  9.21e-02    7.1e-07
7708000    2.80e-02  4.07e-02    9.23e-05  1.21e-04    2.62e-02  3.81e-02    7.1e-07
7709000    4.63e-02  3.02e-02    2.15e-04  1.69e-04    4.34e-02  2.82e-02    7.1e-07
7710000    2.95e-02  3.01e-02    1.89e-04  1.59e-04    2.76e-02  2.82e-02    7.0e-07
7711000    2.95e-02  3.16e-02    1.90e-04  2.43e-04    2.76e-02  2.96e-02    7.0e-07
7712000    2.95e-02  2.80e-02    1.89e-04  1.03e-04    2.76e-02  2.62e-02    7.0e-07
7713000    2.66e-02  2.83e-02    1.81e-04  1.30e-04    2.49e-02  2.65e-02    7.0e-07
7714000    2.66e-02  2.42e-02    1.87e-04  1.86e-04    2.49e-02  2.27e-02    7.0e-07
7715000    2.80e-02  4.03e-02    9.53e-05  9.44e-05    2.62e-02  3.78e-02    7.0e-07
7716000    2.66e-02  2.63e-02    1.83e-04  1.77e-04    2.49e-02  2.46e-02    7.0e-07
7717000    2.95e-02  2.96e-02    1.88e-04  1.58e-04    2.76e-02  2.77e-02    7.0e-07
7718000    4.63e-02  3.49e-02    2.13e-04  1.13e-04    4.34e-02  3.27e-02    7.0e-07
7719000    4.63e-02  4.35e-02    2.14e-04  1.65e-04    4.34e-02  4.08e-02    7.0e-07
7720000    1.10e-01  1.24e-01    1.78e-03  2.41e-03    1.03e-01  1.16e-01    6.9e-07
7721000    2.79e-02  2.10e-02    9.19e-05  1.03e-04    2.62e-02  1.97e-02    6.9e-07
7722000    1.10e-01  1.18e-01    1.32e-03  1.39e-03    1.03e-01  1.11e-01    6.9e-07
7723000    2.65e-02  2.40e-02    1.83e-04  1.74e-04    2.49e-02  2.24e-02    6.9e-07
7724000    4.63e-02  4.40e-02    2.14e-04  1.42e-04    4.34e-02  4.13e-02    6.9e-07
7725000    2.79e-02  2.30e-02    9.39e-05  8.73e-05    2.62e-02  2.16e-02    6.9e-07
7726000    2.79e-02  3.28e-02    9.22e-05  5.63e-05    2.62e-02  3.07e-02    6.9e-07
7727000    2.65e-02  2.60e-02    1.83e-04  2.31e-04    2.49e-02  2.44e-02    6.9e-07
7728000    2.79e-02  2.59e-02    9.99e-05  1.22e-04    2.62e-02  2.43e-02    6.9e-07
7729000    2.65e-02  2.99e-02    1.88e-04  1.95e-04    2.49e-02  2.80e-02    6.9e-07
7730000    2.79e-02  2.89e-02    9.84e-05  5.16e-05    2.62e-02  2.71e-02    6.8e-07
7731000    2.95e-02  2.75e-02    1.88e-04  2.24e-04    2.76e-02  2.58e-02    6.8e-07
7732000    2.79e-02  2.63e-02    8.95e-05  5.88e-05    2.62e-02  2.47e-02    6.8e-07
7733000    2.65e-02  2.29e-02    1.92e-04  1.55e-04    2.49e-02  2.15e-02    6.8e-07
7734000    4.62e-02  4.41e-02    2.27e-04  1.52e-04    4.34e-02  4.14e-02    6.8e-07
7735000    2.65e-02  2.39e-02    1.82e-04  2.10e-04    2.49e-02  2.24e-02    6.8e-07
7736000    2.79e-02  1.93e-02    9.25e-05  7.89e-05    2.62e-02  1.81e-02    6.8e-07
7737000    2.79e-02  2.63e-02    1.07e-04  1.26e-04    2.62e-02  2.47e-02    6.8e-07
7738000    2.79e-02  3.39e-02    8.93e-05  7.31e-05    2.62e-02  3.18e-02    6.8e-07
7739000    1.09e-01  1.14e-01    1.59e-03  1.82e-03    1.03e-01  1.07e-01    6.8e-07
7740000    2.79e-02  2.49e-02    9.09e-05  6.42e-05    2.62e-02  2.34e-02    6.7e-07
7741000    2.65e-02  2.93e-02    1.82e-04  2.23e-04    2.49e-02  2.75e-02    6.7e-07
7742000    1.09e-01  9.04e-02    1.49e-03  1.38e-03    1.03e-01  8.48e-02    6.7e-07
7743000    2.65e-02  3.02e-02    1.81e-04  1.68e-04    2.49e-02  2.83e-02    6.7e-07
7744000    1.09e-01  9.97e-02    1.52e-03  1.23e-03    1.03e-01  9.36e-02    6.7e-07
7745000    2.94e-02  3.03e-02    1.92e-04  2.13e-04    2.76e-02  2.84e-02    6.7e-07
7746000    2.94e-02  3.19e-02    1.88e-04  2.17e-04    2.76e-02  2.99e-02    6.7e-07
7747000    1.09e-01  1.10e-01    1.56e-03  2.43e-03    1.03e-01  1.03e-01    6.7e-07
7748000    1.09e-01  1.25e-01    1.41e-03  6.79e-04    1.03e-01  1.17e-01    6.7e-07
7749000    2.94e-02  2.97e-02    1.89e-04  2.02e-04    2.76e-02  2.79e-02    6.7e-07
7750000    2.65e-02  2.83e-02    1.82e-04  2.19e-04    2.49e-02  2.66e-02    6.7e-07
7751000    4.62e-02  4.87e-02    2.14e-04  1.27e-04    4.34e-02  4.58e-02    6.7e-07
7752000    4.62e-02  8.67e-02    2.20e-04  4.09e-04    4.34e-02  8.14e-02    6.7e-07
7753000    1.09e-01  1.14e-01    1.36e-03  1.16e-03    1.03e-01  1.07e-01    6.7e-07
7754000    4.62e-02  5.18e-02    2.13e-04  3.25e-04    4.34e-02  4.87e-02    6.7e-07
7755000    2.79e-02  3.17e-02    9.71e-05  9.57e-05    2.62e-02  2.98e-02    6.7e-07
7756000    2.79e-02  2.66e-02    9.29e-05  7.21e-05    2.62e-02  2.50e-02    6.7e-07
7757000    4.62e-02  4.61e-02    2.24e-04  1.73e-04    4.34e-02  4.33e-02    6.7e-07
7758000    2.94e-02  3.08e-02    1.88e-04  2.06e-04    2.76e-02  2.89e-02    6.7e-07
7759000    2.79e-02  2.63e-02    9.27e-05  5.87e-05    2.62e-02  2.47e-02    6.7e-07
7760000    4.61e-02  3.93e-02    2.14e-04  2.30e-04    4.34e-02  3.69e-02    6.6e-07
7761000    1.09e-01  1.22e-01    1.33e-03  2.13e-03    1.03e-01  1.15e-01    6.6e-07
7762000    2.65e-02  2.98e-02    1.82e-04  1.17e-04    2.49e-02  2.80e-02    6.6e-07
7763000    1.09e-01  1.01e-01    1.32e-03  1.32e-03    1.03e-01  9.46e-02    6.6e-07
7764000    4.61e-02  3.95e-02    2.17e-04  1.05e-04    4.34e-02  3.72e-02    6.6e-07
7765000    2.65e-02  2.66e-02    1.85e-04  2.36e-04    2.49e-02  2.50e-02    6.6e-07
7766000    2.79e-02  1.95e-02    1.02e-04  5.69e-05    2.62e-02  1.83e-02    6.6e-07
7767000    2.79e-02  2.33e-02    8.97e-05  7.74e-05    2.62e-02  2.19e-02    6.6e-07
7768000    4.61e-02  4.73e-02    2.26e-04  1.21e-04    4.34e-02  4.44e-02    6.6e-07
7769000    2.79e-02  2.40e-02    9.12e-05  8.93e-05    2.62e-02  2.26e-02    6.6e-07
7770000    2.64e-02  3.02e-02    1.95e-04  3.03e-04    2.49e-02  2.84e-02    6.5e-07
7771000    2.94e-02  2.90e-02    1.88e-04  1.85e-04    2.76e-02  2.73e-02    6.5e-07
7772000    2.94e-02  2.80e-02    1.89e-04  1.29e-04    2.76e-02  2.64e-02    6.5e-07
7773000    2.94e-02  2.82e-02    1.88e-04  2.38e-04    2.76e-02  2.65e-02    6.5e-07
7774000    4.61e-02  4.20e-02    2.13e-04  8.65e-05    4.34e-02  3.95e-02    6.5e-07
7775000    2.94e-02  2.82e-02    1.91e-04  1.93e-04    2.76e-02  2.65e-02    6.5e-07
7776000    4.61e-02  3.13e-02    2.17e-04  1.38e-04    4.34e-02  2.94e-02    6.5e-07
7777000    1.09e-01  1.03e-01    1.32e-03  1.40e-03    1.03e-01  9.73e-02    6.5e-07
7778000    1.09e-01  9.38e-02    1.31e-03  1.47e-03    1.03e-01  8.81e-02    6.5e-07
7779000    2.64e-02  2.49e-02    1.81e-04  2.78e-04    2.49e-02  2.34e-02    6.5e-07
7780000    2.64e-02  2.76e-02    1.81e-04  1.07e-04    2.49e-02  2.60e-02    6.4e-07
7781000    2.78e-02  2.77e-02    9.78e-05  1.07e-04    2.62e-02  2.61e-02    6.4e-07
7782000    4.61e-02  2.88e-02    2.18e-04  1.53e-04    4.34e-02  2.72e-02    6.4e-07
7783000    1.09e-01  1.33e-01    1.36e-03  1.78e-03    1.03e-01  1.25e-01    6.4e-07
7784000    2.64e-02  2.53e-02    1.84e-04  1.52e-04    2.49e-02  2.38e-02    6.4e-07
7785000    2.94e-02  2.90e-02    1.94e-04  2.00e-04    2.76e-02  2.73e-02    6.4e-07
7786000    2.64e-02  2.18e-02    1.82e-04  2.28e-04    2.49e-02  2.05e-02    6.4e-07
