  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
 258000    1.47e+01  1.40e+01    1.03e-01  1.04e-01    5.38e-01  5.12e-01    3.7e-03
 259000    2.74e+01  2.98e+01    3.86e-02  4.17e-02    9.99e-01  1.09e+00    3.7e-03
 260000    2.03e+01  2.03e+01    4.57e-02  4.52e-02    7.45e-01  7.45e-01    3.7e-03
 261000    3.37e+00  2.98e+00    9.70e-03  9.63e-03    1.24e-01  1.09e-01    3.7e-03
 262000    1.01e+01  1.06e+01    3.32e-01  3.33e-01    3.70e-01  3.90e-01    3.7e-03
 263000    9.16e+00  6.32e+00    1.94e-02  2.34e-02    3.36e-01  2.32e-01    3.7e-03
 264000    3.22e+00  3.57e+00    2.46e-03  3.11e-03    1.18e-01  1.31e-01    3.7e-03
 265000    2.72e+01  2.78e+01    1.40e-01  1.39e-01    9.99e-01  1.02e+00    3.7e-03
 266000    1.16e+01  1.15e+01    1.03e-02  1.16e-02    4.27e-01  4.22e-01    3.7e-03
 267000    2.72e+01  2.57e+01    4.18e-02  3.95e-02    9.99e-01  9.42e-01    3.7e-03
 268000    2.72e+01  2.92e+01    3.82e-02  3.44e-02    9.99e-01  1.07e+00    3.7e-03
 269000    2.72e+01  2.74e+01    1.05e-01  1.06e-01    9.99e-01  1.01e+00    3.7e-03
 270000    1.11e+01  1.13e+01    4.74e-02  4.75e-02    4.09e-01  4.15e-01    3.7e-03
 271000    3.78e+00  3.77e+00    7.72e-02  7.74e-02    1.39e-01  1.39e-01    3.7e-03
 272000    2.43e+01  2.52e+01    1.08e-02  1.37e-02    8.98e-01  9.30e-01    3.7e-03
 273000    5.01e+00  3.87e+00    1.56e-02  1.67e-02    1.85e-01  1.43e-01    3.7e-03
 274000    2.24e+01  2.34e+01    6.88e-02  6.54e-02    8.29e-01  8.63e-01    3.7e-03
 275000    2.71e+01  2.69e+01    1.13e-02  1.01e-02    9.99e-01  9.93e-01    3.7e-03
 276000    6.54e+00  5.45e+00    2.60e-02  2.55e-02    2.42e-01  2.01e-01    3.7e-03
 277000    7.09e+00  6.39e+00    9.94e-02  9.93e-02    2.62e-01  2.36e-01    3.7e-03
 278000    5.22e+01  5.08e+01    1.30e-02  1.07e-02    1.93e+00  1.88e+00    3.7e-03
 279000    4.60e+00  4.25e+00    1.95e-02  1.94e-02    1.70e-01  1.57e-01    3.7e-03
 280000    3.28e+00  4.31e+00    1.68e-02  1.75e-02    1.22e-01  1.60e-01    3.6e-03
 281000    3.03e+00  2.85e+00    3.27e-02  3.27e-02    1.12e-01  1.06e-01    3.6e-03
 282000    2.69e+01  3.00e+01    1.27e-01  1.30e-01    9.99e-01  1.11e+00    3.6e-03
 283000    3.09e+00  2.02e+00    1.34e-02  1.36e-02    1.15e-01  7.49e-02    3.6e-03
 284000    3.65e+00  3.67e+00    1.43e-02  1.39e-02    1.36e-01  1.36e-01    3.6e-03
 285000    5.74e+00  4.83e+00    7.92e-02  8.00e-02    2.13e-01  1.79e-01    3.6e-03
 286000    2.23e+00  1.81e+00    6.27e-03  6.35e-03    8.28e-02  6.72e-02    3.6e-03
 287000    2.11e+00  1.66e+00    5.59e-03  5.74e-03    7.85e-02  6.16e-02    3.6e-03
 288000    6.81e+00  6.58e+00    1.31e-02  1.22e-02    2.53e-01  2.44e-01    3.6e-03
 289000    1.02e+01  9.34e+00    8.00e-03  7.60e-03    3.77e-01  3.47e-01    3.6e-03
 290000    2.75e+01  2.51e+01    1.13e-01  1.10e-01    1.03e+00  9.39e-01    3.6e-03
 291000    3.74e+00  2.79e+00    2.26e-02  2.26e-02    1.40e-01  1.04e-01    3.6e-03
 292000    2.97e+00  2.66e+00    4.76e-02  4.76e-02    1.11e-01  9.94e-02    3.6e-03
 293000    3.72e+00  2.89e+00    3.79e-02  3.79e-02    1.39e-01  1.08e-01    3.6e-03
 294000    5.12e+00  5.39e+00    7.52e-02  7.53e-02    1.91e-01  2.01e-01    3.6e-03
 295000    3.73e+00  3.91e+00    4.08e-03  4.05e-03    1.39e-01  1.46e-01    3.6e-03
 296000    2.68e+01  2.77e+01    6.57e-02  6.69e-02    9.99e-01  1.03e+00    3.6e-03
 297000    2.68e+01  2.61e+01    3.59e-02  3.42e-02    9.99e-01  9.76e-01    3.6e-03
 298000    2.76e+00  3.80e+00    5.48e-02  5.43e-02    1.03e-01  1.42e-01    3.6e-03
 299000    2.68e+01  2.69e+01    4.53e-01  4.52e-01    9.99e-01  1.00e+00    3.6e-03
 300000    1.10e+01  1.06e+01    1.15e-01  1.15e-01    4.14e-01  3.99e-01    3.5e-03
 301000    1.42e+01  1.34e+01    4.24e-03  4.39e-03    5.35e-01  5.02e-01    3.5e-03
 302000    3.68e+00  3.96e+00    1.83e-01  1.83e-01    1.38e-01  1.48e-01    3.5e-03
 303000    2.66e+00  1.97e+00    4.69e-02  4.64e-02    1.00e-01  7.41e-02    3.5e-03
 304000    3.16e+01  3.26e+01    1.08e-01  1.11e-01    1.19e+00  1.22e+00    3.5e-03
 305000    1.30e+01  1.20e+01    2.52e-02  2.44e-02    4.89e-01  4.52e-01    3.5e-03
 306000    1.81e+01  1.83e+01    8.17e-02  8.13e-02    6.82e-01  6.89e-01    3.5e-03
 307000    5.10e+00  4.15e+00    8.42e-03  8.69e-03    1.92e-01  1.56e-01    3.5e-03
 308000    1.79e+01  1.68e+01    2.43e-02  2.26e-02    6.72e-01  6.32e-01    3.5e-03
 309000    2.66e+01  2.79e+01    5.70e-02  5.39e-02    9.99e-01  1.05e+00    3.5e-03
 310000    2.64e+01  2.55e+01    6.54e-02  6.66e-02    9.99e-01  9.62e-01    3.5e-03
 311000    5.38e+00  5.10e+00    7.28e-02  7.31e-02    2.03e-01  1.93e-01    3.5e-03
 312000    2.64e+01  2.55e+01    5.04e-02  5.03e-02    9.99e-01  9.64e-01    3.5e-03
 313000    3.08e+00  3.21e+00    2.20e-02  2.27e-02    1.16e-01  1.21e-01    3.5e-03
 314000    9.86e+00  8.74e+00    3.34e-02  3.37e-02    3.73e-01  3.30e-01    3.5e-03
 315000    2.64e+01  2.54e+01    4.86e-02  4.64e-02    9.99e-01  9.60e-01    3.5e-03
 316000    5.11e+01  4.75e+01    1.34e-02  1.39e-02    1.93e+00  1.79e+00    3.5e-03
 317000    1.68e+01  1.76e+01    5.66e-02  5.91e-02    6.36e-01  6.64e-01    3.5e-03
 318000    1.51e+01  1.64e+01    6.58e-02  6.60e-02    5.72e-01  6.21e-01    3.5e-03
 319000    2.64e+01  2.29e+01    2.41e-01  2.35e-01    9.99e-01  8.67e-01    3.5e-03
 320000    1.47e+01  1.39e+01    1.29e-02  9.56e-03    5.60e-01  5.28e-01    3.5e-03
 321000    2.63e+01  2.58e+01    1.11e-02  6.24e-03    9.99e-01  9.80e-01    3.5e-03
 322000    1.55e+01  1.42e+01    5.28e-02  5.39e-02    5.90e-01  5.41e-01    3.5e-03
 323000    1.43e+01  1.33e+01    2.85e-02  2.55e-02    5.44e-01  5.07e-01    3.5e-03
 324000    1.25e+01  1.14e+01    4.29e-02  4.25e-02    4.76e-01  4.32e-01    3.5e-03
 325000    6.74e+00  6.30e+00    2.85e-02  2.82e-02    2.56e-01  2.39e-01    3.5e-03
 326000    2.63e+01  2.30e+01    2.57e-02  2.91e-02    9.99e-01  8.74e-01    3.5e-03
 327000    5.07e+00  5.29e+00    1.52e-02  1.57e-02    1.93e-01  2.01e-01    3.5e-03
 328000    2.63e+01  2.44e+01    1.12e-02  9.68e-03    9.99e-01  9.27e-01    3.5e-03
 329000    5.30e+00  3.52e+00    1.71e-02  1.76e-02    2.02e-01  1.34e-01    3.5e-03
 330000    2.61e+01  2.43e+01    1.17e-01  1.20e-01    9.99e-01  9.28e-01    3.4e-03
 331000    2.61e+01  2.66e+01    1.50e-02  1.58e-02    9.99e-01  1.02e+00    3.4e-03
 332000    2.61e+01  2.39e+01    7.72e-02  7.39e-02    9.99e-01  9.15e-01    3.4e-03
 333000    1.17e+01  1.17e+01    6.90e-02  6.76e-02    4.48e-01  4.49e-01    3.4e-03
 334000    2.61e+01  2.41e+01    1.20e-01  1.18e-01    9.99e-01  9.23e-01    3.4e-03
 335000    9.04e+00  8.17e+00    3.62e-02  3.58e-02    3.45e-01  3.12e-01    3.4e-03
 336000    3.90e+00  2.91e+00    1.16e-03  6.32e-04    1.49e-01  1.11e-01    3.4e-03
 337000    1.82e+01  1.76e+01    2.36e-02  2.50e-02    6.96e-01  6.72e-01    3.4e-03
 338000    3.83e+00  3.17e+00    3.74e-02  3.73e-02    1.46e-01  1.21e-01    3.4e-03
 339000    2.61e+01  2.55e+01    3.64e-02  3.87e-02    9.99e-01  9.76e-01    3.4e-03
 340000    3.85e+00  3.61e+00    3.92e-03  4.35e-03    1.48e-01  1.39e-01    3.4e-03
 341000    3.97e+00  4.00e+00    5.82e-02  5.84e-02    1.52e-01  1.54e-01    3.4e-03
 342000    1.18e+01  1.17e+01    4.38e-02  4.27e-02    4.53e-01  4.50e-01    3.4e-03
 343000    2.60e+01  2.25e+01    9.37e-02  8.74e-02    9.99e-01  8.67e-01    3.4e-03
 344000    8.42e+00  8.02e+00    1.02e-02  1.01e-02    3.24e-01  3.08e-01    3.4e-03
 345000    2.08e+01  2.23e+01    2.14e-01  2.07e-01    8.01e-01  8.58e-01    3.4e-03
 346000    2.60e+01  2.76e+01    3.65e-02  3.16e-02    9.99e-01  1.06e+00    3.4e-03
 347000    2.60e+01  3.03e+01    1.90e-02  1.90e-02    9.99e-01  1.17e+00    3.4e-03
 348000    4.67e+00  3.90e+00    8.44e-02  8.45e-02    1.79e-01  1.50e-01    3.4e-03
 349000    1.01e+01  1.03e+01    2.63e-03  1.91e-03    3.89e-01  3.94e-01    3.4e-03
 350000    3.33e+00  3.14e+00    2.74e-02  2.69e-02    1.29e-01  1.21e-01    3.3e-03
 351000    3.26e+00  2.82e+00    1.88e-02  1.90e-02    1.26e-01  1.09e-01    3.3e-03
 352000    1.62e+01  1.63e+01    5.36e-02  5.41e-02    6.27e-01  6.29e-01    3.3e-03
 353000    5.27e+00  5.85e+00    1.48e-02  1.51e-02    2.04e-01  2.26e-01    3.3e-03
 354000    5.29e+00  5.24e+00    1.13e-02  1.11e-02    2.04e-01  2.03e-01    3.3e-03
 355000    1.13e+01  1.13e+01    5.25e-02  5.31e-02    4.35e-01  4.37e-01    3.3e-03
 356000    4.78e+00  3.84e+00    5.53e-02  5.54e-02    1.85e-01  1.49e-01    3.3e-03
 357000    4.95e+01  4.72e+01    1.64e-01  1.68e-01    1.91e+00  1.83e+00    3.3e-03
 358000    5.14e+00  5.83e+00    5.14e-03  4.69e-03    1.99e-01  2.25e-01    3.3e-03
 359000    2.58e+01  2.49e+01    1.20e-02  1.15e-02    9.99e-01  9.65e-01    3.3e-03
 360000    4.28e+00  4.24e+00    6.15e-03  6.23e-03    1.66e-01  1.65e-01    3.3e-03
 361000    3.34e+00  2.83e+00    3.50e-02  3.55e-02    1.30e-01  1.10e-01    3.3e-03
 362000    3.52e+00  3.97e+00    9.31e-03  9.38e-03    1.37e-01  1.54e-01    3.3e-03
 363000    2.95e+00  2.46e+00    2.36e-02  2.35e-02    1.15e-01  9.56e-02    3.3e-03
 364000    2.57e+01  2.67e+01    2.16e-01  2.15e-01    9.99e-01  1.04e+00    3.3e-03
 365000    2.57e+01  2.41e+01    1.11e-02  3.97e-03    9.99e-01  9.38e-01    3.3e-03
 366000    3.55e+00  3.20e+00    2.68e-02  2.68e-02    1.38e-01  1.24e-01    3.3e-03
 367000    2.57e+01  2.50e+01    2.31e-02  2.12e-02    9.99e-01  9.71e-01    3.3e-03
 368000    3.79e+00  3.96e+00    5.38e-02  5.35e-02    1.47e-01  1.54e-01    3.3e-03
 369000    3.34e+00  3.50e+00    1.59e-02  1.62e-02    1.30e-01  1.36e-01    3.3e-03
 370000    3.41e+00  3.19e+00    4.68e-03  4.84e-03    1.34e-01  1.25e-01    3.3e-03
 371000    2.55e+01  2.55e+01    1.10e-02  1.02e-02    9.99e-01  9.96e-01    3.3e-03
 372000    2.29e+01  1.97e+01    1.03e-01  1.03e-01    8.97e-01  7.71e-01    3.3e-03
 373000    2.05e+00  2.49e+00    3.12e-02  3.06e-02    8.03e-02  9.74e-02    3.3e-03
 374000    2.55e+01  3.05e+01    2.07e-02  1.75e-02    9.99e-01  1.19e+00    3.3e-03
 375000    2.55e+01  2.65e+01    1.43e-02  1.18e-02    9.99e-01  1.04e+00    3.3e-03
 376000    4.17e+00  4.16e+00    5.52e-03  5.25e-03    1.63e-01  1.63e-01    3.3e-03
 377000    5.81e+01  6.52e+01    1.26e-01  1.20e-01    2.27e+00  2.55e+00    3.3e-03
 378000    3.74e+00  3.53e+00    5.24e-03  5.40e-03    1.46e-01  1.38e-01    3.3e-03
 379000    2.55e+01  2.53e+01    1.17e-02  1.02e-02    9.99e-01  9.89e-01    3.3e-03
 380000    9.70e+00  9.63e+00    2.60e-02  2.64e-02    3.82e-01  3.79e-01    3.2e-03
 381000    3.78e+00  4.20e+00    1.16e-02  1.18e-02    1.49e-01  1.65e-01    3.2e-03
 382000    6.10e+00  7.16e+00    6.49e-02  6.42e-02    2.40e-01  2.82e-01    3.2e-03
 383000    2.54e+01  2.35e+01    1.10e-02  9.26e-03    9.99e-01  9.25e-01    3.2e-03
 384000    2.70e+00  2.67e+00    4.04e-03  4.30e-03    1.06e-01  1.05e-01    3.2e-03
 385000    3.48e+00  3.15e+00    1.39e-02  1.39e-02    1.37e-01  1.24e-01    3.2e-03
 386000    8.47e+00  8.54e+00    6.75e-03  6.47e-03    3.33e-01  3.36e-01    3.2e-03
 387000    2.54e+01  2.55e+01    3.38e-02  3.66e-02    9.99e-01  1.00e+00    3.2e-03
 388000    4.06e+00  4.70e+00    4.18e-02  4.24e-02    1.60e-01  1.85e-01    3.2e-03
 389000    5.06e+00  5.67e+00    1.57e-02  1.60e-02    1.99e-01  2.23e-01    3.2e-03
 390000    4.14e+00  3.68e+00    9.48e-03  9.69e-03    1.64e-01  1.46e-01    3.2e-03
 391000    5.23e+00  5.49e+00    2.31e-02  2.26e-02    2.07e-01  2.17e-01    3.2e-03
 392000    1.99e+00  2.48e+00    1.86e-02  1.88e-02    7.86e-02  9.80e-02    3.2e-03
 393000    7.87e+00  8.22e+00    7.85e-03  7.63e-03    3.11e-01  3.25e-01    3.2e-03
 394000    1.03e+01  1.06e+01    8.11e-02  8.13e-02    4.09e-01  4.18e-01    3.2e-03
 395000    2.66e+00  2.17e+00    4.69e-03  4.95e-03    1.05e-01  8.60e-02    3.2e-03
 396000    4.49e+00  3.82e+00    2.24e-03  2.67e-03    1.78e-01  1.51e-01    3.2e-03
 397000    8.80e+00  7.67e+00    1.09e-02  1.08e-02    3.48e-01  3.04e-01    3.2e-03
 398000    2.69e+00  2.55e+00    2.95e-02  2.97e-02    1.07e-01  1.01e-01    3.2e-03
 399000    8.47e+00  9.16e+00    1.11e-02  1.03e-02    3.35e-01  3.62e-01    3.2e-03
 400000    4.72e+01  5.27e+01    1.43e-02  2.13e-02    1.88e+00  2.10e+00    3.2e-03
 401000    4.48e+00  4.98e+00    7.20e-02  7.25e-02    1.78e-01  1.98e-01    3.2e-03
 402000    1.16e+01  1.54e+01    9.47e-03  1.05e-02    4.61e-01  6.15e-01    3.2e-03
 403000    3.47e+00  3.26e+00    2.36e-02  2.29e-02    1.38e-01  1.30e-01    3.2e-03
 404000    1.19e+01  1.17e+01    2.97e-02  2.87e-02    4.72e-01  4.65e-01    3.2e-03
 405000    2.98e+00  2.96e+00    6.22e-02  6.22e-02    1.18e-01  1.18e-01    3.2e-03
 406000    1.52e+01  1.52e+01    6.17e-02  6.09e-02    6.05e-01  6.05e-01    3.2e-03
 407000    1.71e+00  1.66e+00    1.74e-02  1.77e-02    6.80e-02  6.60e-02    3.2e-03
 408000    4.41e+00  4.18e+00    2.93e-02  3.01e-02    1.75e-01  1.66e-01    3.2e-03
 409000    3.61e+00  3.37e+00    2.26e-02  2.31e-02    1.44e-01  1.34e-01    3.2e-03
 410000    4.19e+00  3.28e+00    1.73e-02  1.79e-02    1.68e-01  1.31e-01    3.1e-03
 411000    1.14e+01  1.11e+01    5.62e-03  6.66e-03    4.56e-01  4.42e-01    3.1e-03
 412000    9.46e+00  9.24e+00    2.40e-02  2.41e-02    3.79e-01  3.70e-01    3.1e-03
 413000    8.65e+00  8.41e+00    3.35e-02  3.25e-02    3.46e-01  3.37e-01    3.1e-03
 414000    2.33e+00  2.33e+00    1.35e-03  1.50e-03    9.31e-02  9.31e-02    3.1e-03
 415000    3.62e+00  3.62e+00    1.31e-02  1.35e-02    1.45e-01  1.45e-01    3.1e-03
 416000    2.50e+01  2.84e+01    1.17e-02  9.69e-03    9.99e-01  1.14e+00    3.1e-03
 417000    4.05e+00  5.72e+00    2.34e-02  2.32e-02    1.62e-01  2.29e-01    3.1e-03
 418000    2.25e+00  2.41e+00    1.04e-03  1.03e-03    9.02e-02  9.66e-02    3.1e-03
 419000    2.85e+00  2.44e+00    5.70e-02  5.64e-02    1.14e-01  9.74e-02    3.1e-03
 420000    4.73e+00  3.20e+00    1.05e-01  1.05e-01    1.90e-01  1.29e-01    3.1e-03
 421000    2.34e+00  3.31e+00    4.80e-02  4.78e-02    9.40e-02  1.33e-01    3.1e-03
 422000    5.33e+00  5.08e+00    1.10e-01  1.10e-01    2.15e-01  2.04e-01    3.1e-03
 423000    2.48e+01  2.56e+01    3.04e-02  3.12e-02    9.99e-01  1.03e+00    3.1e-03
 424000    2.42e+00  1.95e+00    5.56e-02  5.51e-02    9.73e-02  7.86e-02    3.1e-03
 425000    2.52e+00  3.21e+00    3.46e-02  3.43e-02    1.01e-01  1.29e-01    3.1e-03
 426000    7.06e+00  6.74e+00    2.70e-03  2.49e-03    2.84e-01  2.72e-01    3.1e-03
 427000    2.01e+00  1.97e+00    5.73e-02  5.74e-02    8.08e-02  7.90e-02    3.1e-03
 428000    2.48e+01  2.28e+01    1.77e-02  1.91e-02    9.99e-01  9.18e-01    3.1e-03
 429000    2.48e+01  2.56e+01    1.48e-02  1.66e-02    9.99e-01  1.03e+00    3.1e-03
 430000    2.12e+00  2.29e+00    1.04e-02  1.01e-02    8.57e-02  9.28e-02    3.0e-03
 431000    2.47e+01  2.59e+01    1.70e-02  1.49e-02    9.99e-01  1.05e+00    3.0e-03
 432000    1.51e+01  1.71e+01    2.57e-01  2.57e-01    6.10e-01  6.94e-01    3.0e-03
 433000    4.43e+00  5.23e+00    4.25e-02  4.25e-02    1.79e-01  2.12e-01    3.0e-03
 434000    4.18e+00  3.74e+00    1.87e-03  1.82e-03    1.69e-01  1.51e-01    3.0e-03
 435000    7.77e+00  7.64e+00    3.22e-02  3.26e-02    3.14e-01  3.09e-01    3.0e-03
 436000    4.87e+00  4.56e+00    9.05e-02  8.89e-02    1.97e-01  1.85e-01    3.0e-03
 437000    8.22e+00  8.14e+00    4.89e-03  4.98e-03    3.33e-01  3.30e-01    3.0e-03
 438000    6.07e+00  6.21e+00    1.23e-02  1.22e-02    2.46e-01  2.51e-01    3.0e-03
 439000    2.47e+01  2.62e+01    1.90e-02  2.08e-02    9.99e-01  1.06e+00    3.0e-03
 440000    7.27e+00  7.62e+00    9.68e-03  9.10e-03    2.96e-01  3.10e-01    3.0e-03
 441000    2.80e+00  3.16e+00    3.80e-02  3.80e-02    1.14e-01  1.29e-01    3.0e-03
 442000    2.45e+01  2.59e+01    1.16e-02  9.26e-03    9.99e-01  1.06e+00    3.0e-03
 443000    2.45e+01  2.57e+01    4.98e-02  5.06e-02    9.99e-01  1.05e+00    3.0e-03
 444000    3.45e+00  3.18e+00    3.00e-02  3.05e-02    1.41e-01  1.29e-01    3.0e-03
 445000    8.10e+00  7.31e+00    1.33e-01  1.34e-01    3.30e-01  2.97e-01    3.0e-03
 446000    2.17e+00  1.77e+00    2.19e-03  1.88e-03    8.82e-02  7.19e-02    3.0e-03
 447000    6.50e+00  6.20e+00    3.08e-02  2.99e-02    2.65e-01  2.52e-01    3.0e-03
 448000    2.48e+00  1.96e+00    7.65e-03  7.59e-03    1.01e-01  8.00e-02    3.0e-03
 449000    2.45e+01  2.31e+01    3.40e-02  3.54e-02    9.99e-01  9.42e-01    3.0e-03
 450000    2.14e+00  2.27e+00    2.69e-03  2.52e-03    8.78e-02  9.29e-02    3.0e-03
 451000    4.71e+00  4.98e+00    7.58e-02  7.60e-02    1.93e-01  2.04e-01    3.0e-03
 452000    3.04e+00  2.64e+00    2.63e-02  2.61e-02    1.25e-01  1.08e-01    3.0e-03
 453000    2.69e+00  2.53e+00    2.16e-02  2.17e-02    1.10e-01  1.04e-01    3.0e-03
 454000    2.44e+01  2.28e+01    7.04e-02  7.26e-02    9.99e-01  9.33e-01    3.0e-03
 455000    1.42e+01  1.41e+01    4.95e-02  4.87e-02    5.83e-01  5.79e-01    3.0e-03
 456000    2.01e+01  2.11e+01    2.38e-02  2.22e-02    8.23e-01  8.63e-01    3.0e-03
 457000    2.44e+01  2.46e+01    1.81e-02  1.64e-02    9.99e-01  1.01e+00    3.0e-03
 458000    2.44e+01  2.28e+01    1.23e-02  7.52e-03    9.99e-01  9.32e-01    3.0e-03
 459000    3.19e+00  3.42e+00    1.10e-01  1.10e-01    1.30e-01  1.40e-01    3.0e-03
 460000    2.02e+00  2.60e+00    2.73e-02  2.78e-02    8.33e-02  1.07e-01    2.9e-03
 461000    2.43e+01  2.56e+01    1.28e-02  2.00e-02    9.99e-01  1.05e+00    2.9e-03
 462000    1.02e+01  1.04e+01    2.23e-02  2.10e-02    4.18e-01  4.28e-01    2.9e-03
 463000    2.85e+00  3.05e+00    8.63e-03  8.60e-03    1.17e-01  1.26e-01    2.9e-03
 464000    8.37e+00  8.06e+00    2.39e-03  2.01e-03    3.45e-01  3.32e-01    2.9e-03
 465000    8.13e+00  8.59e+00    2.53e-03  2.98e-03    3.35e-01  3.54e-01    2.9e-03
 466000    1.31e+01  1.55e+01    2.27e-02  2.01e-02    5.39e-01  6.37e-01    2.9e-03
 467000    3.71e+00  2.57e+00    4.65e-03  4.62e-03    1.53e-01  1.06e-01    2.9e-03
 468000    3.95e+00  3.64e+00    2.90e-02  2.95e-02    1.63e-01  1.50e-01    2.9e-03
 469000    1.26e+01  1.12e+01    5.19e-02  5.05e-02    5.21e-01  4.62e-01    2.9e-03
 470000    4.92e+00  5.64e+00    3.96e-03  4.30e-03    2.04e-01  2.34e-01    2.9e-03
 471000    6.30e+00  5.59e+00    4.83e-02  4.94e-02    2.61e-01  2.32e-01    2.9e-03
 472000    4.82e+00  4.98e+00    5.42e-03  6.77e-03    2.00e-01  2.06e-01    2.9e-03
 473000    2.01e+00  2.77e+00    1.06e-02  1.06e-02    8.34e-02  1.15e-01    2.9e-03
 474000    4.99e+00  5.60e+00    4.11e-02  4.06e-02    2.07e-01  2.32e-01    2.9e-03
 475000    2.41e+01  2.47e+01    3.58e-02  3.23e-02    9.99e-01  1.02e+00    2.9e-03
 476000    2.41e+01  2.48e+01    7.77e-02  7.42e-02    9.99e-01  1.03e+00    2.9e-03
 477000    9.64e+00  9.31e+00    1.02e-01  1.02e-01    3.99e-01  3.86e-01    2.9e-03
 478000    8.78e+00  8.71e+00    8.74e-03  7.99e-03    3.64e-01  3.61e-01    2.9e-03
 479000    4.27e+00  4.32e+00    8.56e-03  7.92e-03    1.77e-01  1.79e-01    2.9e-03
 480000    8.18e+00  7.36e+00    6.45e-02  6.40e-02    3.41e-01  3.07e-01    2.9e-03
 481000    8.04e+00  8.05e+00    1.70e-02  1.73e-02    3.35e-01  3.36e-01    2.9e-03
 482000    8.81e+00  8.18e+00    5.64e-02  5.65e-02    3.67e-01  3.41e-01    2.9e-03
 483000    3.11e+00  3.42e+00    3.96e-02  3.93e-02    1.30e-01  1.43e-01    2.9e-03
 484000    3.45e+00  3.24e+00    5.15e-02  5.19e-02    1.44e-01  1.35e-01    2.9e-03
 485000    3.53e+00  2.77e+00    3.30e-02  3.28e-02    1.47e-01  1.16e-01    2.9e-03
 486000    8.54e+00  8.39e+00    1.41e-02  1.39e-02    3.56e-01  3.50e-01    2.9e-03
 487000    2.40e+01  2.48e+01    1.10e-02  1.78e-02    9.99e-01  1.03e+00    2.9e-03
 488000    2.53e+00  2.39e+00    1.78e-02  1.77e-02    1.05e-01  9.96e-02    2.9e-03
 489000    2.40e+01  2.57e+01    1.92e-02  2.29e-02    9.99e-01  1.07e+00    2.9e-03
 490000    8.35e+00  6.72e+00    1.03e-01  1.03e-01    3.50e-01  2.82e-01    2.8e-03
 491000    7.53e+00  7.61e+00    2.37e-02  2.44e-02    3.16e-01  3.19e-01    2.8e-03
 492000    2.38e+01  2.23e+01    1.18e-02  1.25e-02    9.99e-01  9.34e-01    2.8e-03
 493000    1.11e+01  1.12e+01    9.26e-02  9.29e-02    4.64e-01  4.70e-01    2.8e-03
 494000    2.38e+01  2.17e+01    1.87e-01  1.82e-01    9.99e-01  9.08e-01    2.8e-03
 495000    7.11e+00  7.11e+00    3.08e-02  3.05e-02    2.98e-01  2.98e-01    2.8e-03
 496000    2.38e+01  2.31e+01    1.29e-02  1.35e-02    9.99e-01  9.66e-01    2.8e-03
 497000    3.35e+00  3.98e+00    7.71e-02  7.75e-02    1.40e-01  1.67e-01    2.8e-03
 498000    8.49e+00  8.60e+00    8.62e-03  9.00e-03    3.56e-01  3.61e-01    2.8e-03
 499000    2.38e+01  2.24e+01    3.66e-02  3.17e-02    9.99e-01  9.40e-01    2.8e-03
 500000    2.37e+01  2.60e+01    2.83e-02  2.66e-02    9.99e-01  1.10e+00    2.8e-03
 501000    2.73e+00  2.64e+00    4.80e-02  4.86e-02    1.15e-01  1.11e-01    2.8e-03
 502000    8.63e+00  8.44e+00    3.29e-02  3.20e-02    3.64e-01  3.56e-01    2.8e-03
 503000    7.52e+00  7.23e+00    2.23e-03  1.93e-03    3.17e-01  3.05e-01    2.8e-03
 504000    3.01e+00  2.28e+00    2.39e-03  2.32e-03    1.27e-01  9.62e-02    2.8e-03
 505000    3.70e+00  3.50e+00    2.38e-02  2.42e-02    1.56e-01  1.48e-01    2.8e-03
 506000    2.37e+01  2.20e+01    6.89e-02  6.58e-02    9.99e-01  9.28e-01    2.8e-03
 507000    4.02e+00  3.51e+00    9.26e-03  9.55e-03    1.69e-01  1.48e-01    2.8e-03
 508000    2.43e+00  2.03e+00    3.55e-03  3.33e-03    1.03e-01  8.54e-02    2.8e-03
 509000    2.38e+00  2.17e+00    4.93e-02  4.92e-02    1.00e-01  9.14e-02    2.8e-03
 510000    3.76e+00  3.80e+00    3.97e-03  3.69e-03    1.59e-01  1.61e-01    2.8e-03
 511000    3.52e+00  2.85e+00    5.31e-02  5.30e-02    1.49e-01  1.21e-01    2.8e-03
 512000    2.01e+00  1.94e+00    5.86e-03  5.99e-03    8.52e-02  8.22e-02    2.8e-03
 513000    2.50e+01  2.32e+01    9.09e-02  9.45e-02    1.06e+00  9.83e-01    2.8e-03
 514000    2.36e+01  2.23e+01    1.13e-02  6.97e-03    9.99e-01  9.45e-01    2.8e-03
 515000    2.48e+00  3.11e+00    1.62e-03  1.64e-03    1.05e-01  1.32e-01    2.8e-03
 516000    2.36e+01  2.34e+01    1.14e-02  1.00e-02    9.99e-01  9.91e-01    2.8e-03
 517000    6.68e+00  6.29e+00    1.45e-02  1.45e-02    2.83e-01  2.67e-01    2.8e-03
 518000    2.84e+00  2.44e+00    4.58e-03  4.96e-03    1.20e-01  1.04e-01    2.8e-03
 519000    2.77e+00  2.54e+00    6.73e-03  6.35e-03    1.18e-01  1.08e-01    2.8e-03
 520000    3.09e+00  2.03e+00    6.31e-02  6.29e-02    1.32e-01  8.66e-02    2.7e-03
